2020-03-12 09:49:17,304 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-03-12 09:49:17,330 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-03-12 09:49:17,331 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-03-12 09:49:17,332 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-03-12 09:49:17,345 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-03-12 09:49:17,346 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-03-12 09:49:17,405 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-03-12 09:53:13,703 INFO  SwAddin.cs: 271 - Assembly export called for file main_1.SLDASM
2020-03-12 09:53:15,732 INFO  SwAddin.cs: 290 - Saving assembly
2020-03-12 09:53:16,459 INFO  SwAddin.cs: 293 - Opening property manager
2020-03-12 09:53:16,487 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from main_1.SLDASM
2020-03-12 09:53:16,500 INFO  ExportHelperExtension.cs: 1142 - Found 81 in main_1.SLDASM
2020-03-12 09:53:16,502 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in main_1.SLDASM
2020-03-12 09:53:16,502 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-03-12 09:53:16,504 INFO  ExportHelperExtension.cs: 1167 - 17 components to check
2020-03-12 09:53:16,505 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from wheel_assem.SLDPRT-1
2020-03-12 09:53:16,506 INFO  ExportHelperExtension.cs: 1142 - Found 50 in wheel_assem.SLDPRT-1
2020-03-12 09:53:16,507 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in wheel_assem.SLDPRT-1
2020-03-12 09:53:16,508 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from chassis_main-1
2020-03-12 09:53:16,509 INFO  ExportHelperExtension.cs: 1142 - Found 290 in chassis_main-1
2020-03-12 09:53:16,510 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in chassis_main-1
2020-03-12 09:53:16,511 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Lidar_front-1
2020-03-12 09:53:16,511 INFO  ExportHelperExtension.cs: 1142 - Found 29 in Lidar_front-1
2020-03-12 09:53:16,512 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Lidar_front-1
2020-03-12 09:53:16,512 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Lidar_back-1
2020-03-12 09:53:16,512 INFO  ExportHelperExtension.cs: 1142 - Found 28 in Lidar_back-1
2020-03-12 09:53:16,513 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Lidar_back-1
2020-03-12 09:53:16,514 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from wheel_assem.SLDPRT-2
2020-03-12 09:53:16,514 INFO  ExportHelperExtension.cs: 1142 - Found 50 in wheel_assem.SLDPRT-2
2020-03-12 09:53:16,515 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in wheel_assem.SLDPRT-2
2020-03-12 09:53:16,515 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from omniWheel_cart-1
2020-03-12 09:53:16,516 INFO  ExportHelperExtension.cs: 1142 - Found 32 in omniWheel_cart-1
2020-03-12 09:53:16,516 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in omniWheel_cart-1
2020-03-12 09:53:16,517 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from drive_unit_4_R-1
2020-03-12 09:53:16,517 INFO  ExportHelperExtension.cs: 1142 - Found 37 in drive_unit_4_R-1
2020-03-12 09:53:16,518 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in drive_unit_4_R-1
2020-03-12 09:53:16,519 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from omniWheel_cart-2
2020-03-12 09:53:16,519 INFO  ExportHelperExtension.cs: 1142 - Found 32 in omniWheel_cart-2
2020-03-12 09:53:16,519 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in omniWheel_cart-2
2020-03-12 09:53:16,520 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from electronics_main-1
2020-03-12 09:53:16,520 INFO  ExportHelperExtension.cs: 1142 - Found 61 in electronics_main-1
2020-03-12 09:53:16,522 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in electronics_main-1
2020-03-12 09:53:16,522 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from drive_unit_4_L-1
2020-03-12 09:53:16,523 INFO  ExportHelperExtension.cs: 1142 - Found 36 in drive_unit_4_L-1
2020-03-12 09:53:16,524 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in drive_unit_4_L-1
2020-03-12 09:53:16,524 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from linear_motion-2
2020-03-12 09:53:16,525 INFO  ExportHelperExtension.cs: 1142 - Found 48 in linear_motion-2
2020-03-12 09:53:16,526 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in linear_motion-2
2020-03-12 09:53:16,526 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from main_1.SLDASM
2020-03-12 09:53:16,527 INFO  ExportHelperExtension.cs: 1142 - Found 81 in main_1.SLDASM
2020-03-12 09:53:16,527 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in main_1.SLDASM
2020-03-12 09:53:16,528 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-03-12 09:53:16,528 INFO  ExportHelperExtension.cs: 1167 - 17 components to check
2020-03-12 09:53:16,528 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from wheel_assem.SLDPRT-1
2020-03-12 09:53:16,682 INFO  ExportHelperExtension.cs: 1142 - Found 50 in wheel_assem.SLDPRT-1
2020-03-12 09:53:16,683 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in wheel_assem.SLDPRT-1
2020-03-12 09:53:16,683 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from chassis_main-1
2020-03-12 09:53:16,684 INFO  ExportHelperExtension.cs: 1142 - Found 290 in chassis_main-1
2020-03-12 09:53:16,686 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in chassis_main-1
2020-03-12 09:53:16,686 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Lidar_front-1
2020-03-12 09:53:16,686 INFO  ExportHelperExtension.cs: 1142 - Found 29 in Lidar_front-1
2020-03-12 09:53:16,687 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Lidar_front-1
2020-03-12 09:53:16,687 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Lidar_back-1
2020-03-12 09:53:16,688 INFO  ExportHelperExtension.cs: 1142 - Found 28 in Lidar_back-1
2020-03-12 09:53:16,688 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Lidar_back-1
2020-03-12 09:53:16,688 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from wheel_assem.SLDPRT-2
2020-03-12 09:53:16,689 INFO  ExportHelperExtension.cs: 1142 - Found 50 in wheel_assem.SLDPRT-2
2020-03-12 09:53:16,689 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in wheel_assem.SLDPRT-2
2020-03-12 09:53:16,689 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from omniWheel_cart-1
2020-03-12 09:53:16,690 INFO  ExportHelperExtension.cs: 1142 - Found 32 in omniWheel_cart-1
2020-03-12 09:53:16,690 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in omniWheel_cart-1
2020-03-12 09:53:16,690 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from drive_unit_4_R-1
2020-03-12 09:53:16,691 INFO  ExportHelperExtension.cs: 1142 - Found 37 in drive_unit_4_R-1
2020-03-12 09:53:16,691 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in drive_unit_4_R-1
2020-03-12 09:53:16,692 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from omniWheel_cart-2
2020-03-12 09:53:16,692 INFO  ExportHelperExtension.cs: 1142 - Found 32 in omniWheel_cart-2
2020-03-12 09:53:16,692 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in omniWheel_cart-2
2020-03-12 09:53:16,693 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from electronics_main-1
2020-03-12 09:53:16,694 INFO  ExportHelperExtension.cs: 1142 - Found 61 in electronics_main-1
2020-03-12 09:53:16,694 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in electronics_main-1
2020-03-12 09:53:16,695 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from drive_unit_4_L-1
2020-03-12 09:53:16,695 INFO  ExportHelperExtension.cs: 1142 - Found 36 in drive_unit_4_L-1
2020-03-12 09:53:16,696 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in drive_unit_4_L-1
2020-03-12 09:53:16,696 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from linear_motion-2
2020-03-12 09:53:16,697 INFO  ExportHelperExtension.cs: 1142 - Found 48 in linear_motion-2
2020-03-12 09:53:16,697 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in linear_motion-2
2020-03-12 09:53:17,818 INFO  SwAddin.cs: 316 - Loading config tree
2020-03-12 09:53:17,824 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2020-03-12 09:53:17,833 INFO  SwAddin.cs: 321 - Showing property manager
2020-03-12 09:53:32,447 INFO  ExportPropertyManager.cs: 1078 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-12 09:57:24,351 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-12 09:57:24,515 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-12 09:57:25,431 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-12 09:57:28,062 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-12 09:57:28,211 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-12 09:58:15,454 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-12 09:58:57,591 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-12 09:59:38,113 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-12 09:59:39,889 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-12 10:00:15,655 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-12 10:00:21,880 INFO  ExportPropertyManager.cs: 1078 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-12 10:01:28,813 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2020-03-12 10:01:36,051 INFO  ExportHelperExtension.cs: 338 - Creating joint wheel_right
2020-03-12 10:01:36,057 INFO  ExportHelperExtension.cs: 1409 - Fixing components for robot_body
2020-03-12 10:01:36,058 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2020-03-12 10:01:36,059 INFO  ExportHelperExtension.cs: 1414 - Fixing 26
2020-03-12 10:01:36,059 INFO  ExportHelperExtension.cs: 1414 - Fixing 32
2020-03-12 10:01:36,059 INFO  ExportHelperExtension.cs: 1414 - Fixing 160
2020-03-12 10:01:36,060 INFO  ExportHelperExtension.cs: 1414 - Fixing 138
2020-03-12 10:01:36,060 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2020-03-12 10:01:36,060 INFO  ExportHelperExtension.cs: 1414 - Fixing 25
2020-03-12 10:01:36,061 INFO  ExportHelperExtension.cs: 1414 - Fixing 42
2020-03-12 10:01:36,061 INFO  ExportHelperExtension.cs: 1414 - Fixing 25
2020-03-12 10:01:36,061 INFO  ExportHelperExtension.cs: 1414 - Fixing 42
2020-03-12 10:01:36,062 INFO  ExportHelperExtension.cs: 1414 - Fixing 154
2020-03-12 10:01:36,062 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2020-03-12 10:01:36,062 INFO  ExportHelperExtension.cs: 1414 - Fixing 25
2020-03-12 10:01:36,062 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2020-03-12 10:01:36,063 INFO  ExportHelperExtension.cs: 1414 - Fixing 26
2020-03-12 10:01:38,206 INFO  ExportHelperExtension.cs: 835 - R1: 0, 0
2020-03-12 10:01:38,207 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2020-03-12 10:01:38,207 INFO  ExportHelperExtension.cs: 852 - L1: 0
2020-03-12 10:01:38,207 INFO  ExportHelperExtension.cs: 860 - L2: 0
2020-03-12 10:01:38,241 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 24
2020-03-12 10:01:38,241 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 26
2020-03-12 10:01:38,241 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 32
